Graph,Family,V,E,lambda_Base,lambda_Sym,Time_Base,Status_Base,Time_Sym,Status_Sym,Count_Span_Kind,Count_Span,Symmetry_Rule,Var_Base,Var_Sym,Clause_Raw_Base,Clause_Raw_Sym,Clause_Base,Clause_Sym,Var_Reduce_Pct,Clause_Reduce_Pct,Order,Consistent,Completed_Attempts_Base,Conflicts_Base,Decisions_Base,Propagations_Base,Encoding_Time_Base,SAT_Solve_Time_Base,Stats_Complete_Base,Completed_Attempts_Sym,Conflicts_Sym,Decisions_Sym,Propagations_Sym,Encoding_Time_Sym,SAT_Solve_Time_Sym,Stats_Complete_Sym
C_10oC_7,CoC,80,150,11,11,0.887892,OPT,0.974581,OPT,OPT,11,order,880,880,9380,9392,9380,9322,0.0,0.6183,"Sym,Base",YES,2,61981,77421,1111372,0.081407,0.50903,True,2,68635,86382,1264749,0.077502,0.596502,True
P_10oP_7,PoP,80,139,11,11,0.835744,OPT,0.729544,OPT,OPT,11,none,880,880,8934,8934,8934,8934,0.0,0.0,"Base,Sym",YES,2,40681,50121,718830,0.072925,0.459429,True,2,40681,50121,718830,0.077223,0.366042,True
C_10oP_7,CoP,80,140,11,11,0.816677,OPT,0.859238,OPT,OPT,11,order,880,880,9160,9172,9160,9102,0.0,0.6332,"Sym,Base",YES,2,52476,65072,940251,0.080478,0.445709,True,2,60357,76225,1082204,0.075559,0.483098,True
P_10oC_7,PoC,80,149,11,11,0.959218,OPT,0.745187,OPT,OPT,11,none,880,880,9154,9154,9154,9154,0.0,0.0,"Base,Sym",YES,2,43793,54244,841743,0.07981,0.570971,True,2,43793,54244,841743,0.073989,0.390844,True
C_10xC_8,CxC,80,160,7,7,0.454872,OPT,0.400011,OPT,OPT,7,order,560,560,6560,6568,6560,6534,0.0,0.3963,"Sym,Base",YES,3,2654,4764,106545,0.090574,0.022174,True,3,1611,2922,59715,0.089846,0.01292,True
C_10xP_8,CxP,80,150,7,7,0.411191,OPT,0.417776,OPT,OPT,7,order,560,560,6020,6028,6020,6004,0.0,0.2658,"Base,Sym",YES,3,2052,3664,82408,0.083866,0.018124,True,3,1879,3036,78386,0.079724,0.017189,True
P_10xP_8,PxP,80,142,6,6,0.39246,OPT,0.446627,OPT,OPT,6,none,480,480,4848,4848,4848,4848,0.0,0.0,"Sym,Base",YES,3,158,362,4353,0.061737,0.00117,True,3,158,362,4353,0.057998,0.001206,True
C_10oC_8,CoC,90,170,12,12,2.273755,OPT,1.475611,OPT,OPT,12,order,1080,1080,12090,12103,12090,12025,0.0,0.5376,"Base,Sym",YES,2,133046,166731,2458687,0.106499,1.862639,True,2,86731,108169,1628805,0.107186,1.01135,True
P_10oP_8,PoP,90,159,12,12,1.903096,OPT,1.801936,OPT,OPT,12,none,1080,1080,11579,11579,11579,11579,0.0,0.0,"Sym,Base",YES,2,150533,188769,2802478,0.102666,1.50382,True,2,150533,188769,2802478,0.097654,1.390002,True
C_10oP_8,CoP,90,160,12,12,2.387354,OPT,1.54957,OPT,OPT,12,order,1080,1080,11850,11863,11850,11785,0.0,0.5485,"Base,Sym",YES,2,172551,211708,3234696,0.099753,1.975662,True,2,131261,167324,2465400,0.104399,1.155803,True
P_10oC_8,PoC,90,169,12,12,1.785702,OPT,1.968581,OPT,OPT,12,none,1080,1080,11819,11819,11819,11819,0.0,0.0,"Sym,Base",YES,2,135596,168907,2547873,0.105819,1.378264,True,2,135596,168907,2547873,0.23555,1.415452,True
C_10xC_9,CxC,90,180,8,8,180.06439,FEASIBLE,180.063131,FEASIBLE,FEASIBLE_UB,8,order,720,720,8370,8379,8370,8345,0.0,0.2987,"Base,Sym",UNPROVEN,2,1749,3170,70744,0.063226,0.015013,False,2,1054,2082,43806,0.070713,0.009095,False
C_10xP_9,CxP,90,170,7,7,0.419095,OPT,0.767909,OPT,OPT,7,order,630,630,6840,6848,6840,6824,0.0,0.2339,"Sym,Base",YES,3,1838,3007,73884,0.098761,0.017595,True,3,2682,4789,105191,0.103122,0.02272,True
P_10xP_9,PxP,90,161,6,6,0.50025,OPT,0.405363,OPT,OPT,6,none,540,540,5511,5511,5511,5511,0.0,0.0,"Base,Sym",YES,3,199,414,5684,0.067118,0.001464,True,3,199,414,5684,0.078779,0.001806,True
C_10oC_9,CoC,100,190,13,13,5.77572,OPT,6.486042,OPT,OPT,13,order,1300,1300,15240,15254,15240,15168,0.0,0.4724,"Sym,Base",YES,2,412753,517444,7801220,0.134371,5.344052,True,2,431397,536160,8137813,0.157768,6.011764,True
P_10oP_9,PoP,100,179,13,13,8.412207,OPT,8.085973,OPT,OPT,13,none,1300,1300,14660,14660,14660,14660,0.0,0.0,"Base,Sym",YES,2,530159,656621,9985178,0.121874,7.97604,True,2,530159,656621,9985178,0.129909,7.661743,True
C_10oP_9,CoP,100,180,13,13,10.922841,OPT,5.659025,OPT,OPT,13,order,1300,1300,14980,14994,14980,14908,0.0,0.4806,"Sym,Base",YES,2,737242,911881,13358876,0.133969,10.490384,True,2,381898,483260,7003485,0.125629,5.217992,True
P_10oC_9,PoC,100,189,13,13,6.29227,OPT,6.049086,OPT,OPT,13,none,1300,1300,14920,14920,14920,14920,0.0,0.0,"Base,Sym",YES,2,427083,536010,8292042,0.130242,5.837165,True,2,427083,536010,8292042,0.132226,5.621397,True
C_10xC_10,CxC,100,200,7,7,0.826762,OPT,0.544192,OPT,OPT,7,order,700,700,8200,8208,8200,8174,0.0,0.3171,"Sym,Base",YES,3,29931,53457,1288459,0.112503,0.375951,True,3,1375,2912,56043,0.113391,0.011796,True
C_10xP_10,CxP,100,190,7,7,0.436535,OPT,0.461571,OPT,OPT,7,order,700,700,7660,7668,7660,7644,0.0,0.2089,"Base,Sym",YES,3,2054,3763,83084,0.098628,0.017889,True,3,2677,4393,98169,0.103777,0.023546,True
P_10xP_10,PxP,100,180,6,6,0.53802,OPT,0.380076,OPT,OPT,6,none,600,600,6174,6174,6174,6174,0.0,0.0,"Sym,Base",YES,3,236,513,7141,0.084856,0.001795,True,3,236,513,7141,0.079869,0.001707,True
C_10oC_10,CoC,110,210,14,14,89.732998,OPT,51.665391,OPT,OPT,14,order,1540,1540,18860,18875,18860,18781,0.0,0.4189,"Base,Sym",YES,2,4721116,5856700,88335278,0.189475,89.195147,True,2,2901930,3652776,55243379,0.174821,50.742575,True
P_10oP_10,PoP,110,199,14,14,59.645504,OPT,59.785093,OPT,OPT,14,none,1540,1540,18207,18207,18207,18207,0.0,0.0,"Sym,Base",YES,2,3250853,4034962,59109270,0.166916,58.77293,True,2,3250853,4034962,59109270,0.162993,59.269887,True
C_10oP_10,CoP,110,200,14,14,64.235474,OPT,66.602071,OPT,OPT,14,order,1540,1540,18580,18595,18580,18501,0.0,0.4252,"Base,Sym",YES,2,3094881,3864890,55146656,0.292428,63.21996,True,2,3767917,4778460,69015502,0.173586,65.719435,True
P_10oC_10,PoC,110,209,14,14,35.091128,OPT,34.907944,OPT,OPT,14,none,1540,1540,18487,18487,18487,18487,0.0,0.0,"Sym,Base",YES,2,1813232,2302876,32735025,0.167285,34.212849,True,2,1813232,2302876,32735025,0.340796,33.933494,True
